Company_Name,Founder_Name,Founder_linkedin_id,No_of_Employees,Funding_Type,Year_Founded,Software_Type,Industry_Type,Category,Size_of_Company,Company_Website,Company_Linkedin_id,City,Address,Short_Desription
MotorLot,Korey Bachelder,https://www.linkedin.com/in/koreybachelder,1-10 employees,Self-funded,2009,B2B SaaS,Automotive,Sales and Marketing,Startup,motorlot.com,https://www.linkedin.com/company/motorlot/about/,Phoenix,"7137 E Rancho Vista Dr #B11, Scottsdale, AZ 85251, US",Sales and marketing software suite for auto dealers
MyCarrier,Michael Bookout,https://www.linkedin.com/in/michael-bookout-8650228/,51-200 employees,VC-funded,2017,B2B SaaS,"Logistics, Supply Chain, Transportation",Business Mgt and ERP,Medium,go.mycarrier.io,https://www.linkedin.com/company/shipmycarrier/about/,Phoenix,"15950 N 76th St, Scottsdale, Arizona 85260, US",Digital LTL Shipping Platform
MyEzCare,Pallav Saxena,https://www.linkedin.com/in/psaxena1978/,11-50 employees,Self-funded,2014,B2B SaaS,Healthcare,Practice Management,Small,myezcare.com,https://www.linkedin.com/company/myezcare/about/,Phoenix,"10869 N Scottsdale Rd, Scottsdale, Arizona",Enterprise software for healthcare and home care agencies
Myndshft,Ron Wince,https://www.linkedin.com/in/ronwince/,11-50 employees,Private Equity funding,2015,B2B SaaS,Healthcare,Accounting and Finance,Small,www.myndshft.com,https://www.linkedin.com/company/myndshft/about/,Phoenix,"3256 N. Higley Road, Mesa, Arizona 85215",Automated revenue and billing cycle management for healthcare
Namescape,Joanne Carthey Bradley,https://www.linkedin.com/in/joanne-carthey-bradley-90a5365/,11-50 employees,Self-funded,2002,B2B SaaS,Horizontal,IT Mgt,Small,www.namescape.com,https://www.linkedin.com/company/namescape/about/,Phoenix,"3104 E Camelback Road #550, Phoenix, AZ 85016, USA",Secure automation for Microsoft’s Active Directory
Narrative Wave,Benjamin Decio,https://www.linkedin.com/in/benjamindecio/,11-50 employees,VC-funded,2014,B2B SaaS,Horizontal,Analytics and BI,Small,www.narrativewave.com,https://www.linkedin.com/company/narrativewave/about/,Phoenix,"7702 E. Doubletree Ranch Rd. #300, Scottsdale, AZ 85258",Industrial assets analytics
Naya Energy,Ketan Patel,https://www.linkedin.com/in/ketancpatel/,11-50 employees,Self-funded,2012,B2B SaaS,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,Small,nayaenergy.com,https://www.linkedin.com/company/naya-energy/about/,Phoenix,"5235 South 39th Street, Phoenix, AZ 85040",Energy and industrial equipment management software
Neon Digital Signage,Eli Chmouni,https://www.linkedin.com/in/elichmouni/,11-50 employees,Self-funded,2020,B2B SaaS,Horizontal,Sales and Marketing,Small,www.neonscreens.com,https://www.linkedin.com/company/neondigitalsignage/about/,Phoenix,"Tempe, AZ",Digital signage
Netskope,Sanjay Beri,https://www.linkedin.com/in/sanjayberi/,1001-5000 employees,Other,2012,B2B SaaS,Horizontal,Cybersecurity,Large,www.netskope.com,https://www.linkedin.com/company/netskope/about/,Phoenix,"Phoenix, AZ",Cloud security platform
nettime solutions,Tom Klitzke,https://www.linkedin.com/in/tom-klitzke-7852b511,51-200 employees,Acquired,1996,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.nettimesolutions.com,https://www.linkedin.com/company/nettime-solutions_2/about/,Phoenix,"8840 E Chaparral Rd # 145, Scottsdale, AZ 85250","Time, attendance and labor management software"
NetWorth Services,Nico R. Willis,https://www.linkedin.com/in/nico-r-willis-3b2b498/,11-50 employees,Self-funded,1997,B2B SaaS,Financial Services,Accounting and Finance,Small,www.networthservices.com,https://www.linkedin.com/company/networth-services/about/,Phoenix,"7878 North 16th Street, Suite 175, Phoenix, AZ 85020",Investment management software
Next,Anthony Quinn,https://www.linkedin.com/in/anthony-quinn-4529513/,11-50 employees,Self-funded,2006,B2B SaaS,Horizontal,Accounting and Finance,Small,next-financing.com,https://www.linkedin.com/company/next-financing/about/,Phoenix,"6991 E. Camelback Rd., Scottsdale, AZ 85251, US",Business financing platform
Nextiva,Tomas Gorny,https://www.linkedin.com/in/tomas-gorny-1b162884,1001-5000 employees,Private Equity funding,2006,B2B SaaS,Horizontal,Communications,Large,www.nextiva.com,https://www.linkedin.com/company/nextiva/about/,Phoenix,"8800 E Chaparral Rd #300, Scottsdale, AZ 85250",Unified communications software for businesses
nFocus Solutions,Ananda Roberts,https://www.linkedin.com/in/ananda-roberts-66908528/,51-200 employees,Self-funded,1984,B2B SaaS,Horizontal,Analytics and BI,Medium,nfocus.com,https://www.linkedin.com/company/nfocus-solutions/about/,Phoenix,"2355 E Camelback Rd, Phoenix, Arizona 85016",Data management and analysis software
NJBsoft,Pranam Joshi,https://www.linkedin.com/in/pranam-joshi-56ab8367/,11-50 employees,Self-funded,2009,B2G,Government,Compliance,Small,njbsoft.com,https://www.linkedin.com/company/njbsoft-inc/about/,Phoenix,"202 E Earll Dr. Suite 110, Phoenix, AZ 85012",Air and water quality monitoring and compliance
Noir.lighting,Scott Menor,https://www.linkedin.com/in/smenor/,1-10 employees,Self-funded,2015,B2B SaaS,Real Estate & Property Mgt.,Automation,Startup,noir.lighting,https://www.linkedin.com/company/your-noir-noir.lighting/about/,Phoenix,"Tempe, AZ",Lighting management platform for commercial real estate
Norton LifeLock,Vincent Pilette,https://www.linkedin.com/in/vincentpilette/,5001-10000 employees,Public,2005,B2B SaaS,Horizontal,Cybersecurity,Large,www.lifelock.com,https://www.linkedin.com/showcase/lifelock/about/,Phoenix,"60 E Rio Salado Pkwy #400, Tempe, AZ 85281",Identity theft protection technologies
NuclearN,Bradley Fox,https://www.linkedin.com/in/bradley-fox-b1402315/,1-10 employees,Self-funded,2021,B2B SaaS,"Energy, Gas, Oil, Utilities",AI and Machine Learning,Startup,nuclearn.ai,https://www.linkedin.com/company/nuclearn/about/,Phoenix,"Phoenix, AZ",AI for the nuclear industry
Nurture Boss,Jacob Carter,https://www.linkedin.com/in/jacobscarter/,11-50 employees,VC-funded,2020,B2B SaaS,Real Estate & Property Mgt.,Sales and Marketing,Small,nurtureboss.io,https://www.linkedin.com/company/nurture-boss/about/,Phoenix,"Scottsdale, AZ",Automated mobile nurturing (AMN) for multifamily
Nuvro,Adrian DeGus,https://www.linkedin.com/in/adrian-degus-638b3a51/,11-50 employees,Self-funded,2017,B2B SaaS,Horizontal,Business Mgt and ERP,Small,nuvro.com,https://www.linkedin.com/company/nuvro/about/,Phoenix,"Phoenix, AZ",Easy project and team mgt. software
Open Journal Systems,David Green,https://www.linkedin.com/in/david-green-a44013106/,1-10 employees,Self-funded,2013,B2B SaaS,Horizontal,Practice Management,Startup,openjournalsystems.com,https://www.linkedin.com/company/openjournalsystems-com/about/,Phoenix,"13835 N. Tatum Blvd, #319, Phoenix, AZ, 85032, United States",Publishing technology solutions
OpenClass,Alec Kretch,https://www.linkedin.com/in/alec-kretch-59a64873/,1-10 employees,Self-funded,2019,B2B SaaS,Education,eLearning,Startup,openclass.ai,https://www.linkedin.com/company/openclassai/about/,Phoenix,"149 North Stone Ave, 3rd Floor, Tucson, AZ 85701, US",Assignment management software
Openforce,Wendy Greenland,https://www.linkedin.com/in/wendygreenland/,51-200 employees,Acquired,2001,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.oforce.com,https://www.linkedin.com/company/openforce/about/,Phoenix,"22601 N 19th Ave Suite 200, Phoenix, AZ 85027","Compliance, scheduling and payment software to Manager contractors"
OpenTech Alliance,Robert Chiti,https://www.linkedin.com/in/robert-chiti-88a2b66/,51-200 employees,Self-funded,2003,B2B SaaS,Retail,Business Mgt and ERP,Medium,www.opentechalliance.com,https://www.linkedin.com/company/opentech-alliance-inc./about/,Phoenix,"2101 W. Peoria Avenue, Unit 100, Phoenix, Arizona 85029, US",Automation solutions for the self storage industry
OpenText,Mark J. Barrenechea,https://www.linkedin.com/in/markbarrenechea/,"10,001+ employees",Public,1991,B2B SaaS,Legal,Document Management,Large,www.opentext.com,https://www.linkedin.com/company/opentext/about/,Phoenix,"155 North Rosemont Blvd., Suite 101, 1st floor, Tucson, AZ 85711",Litigation support software and document management
OpSuite,Mike Nicholson,https://www.linkedin.com/in/mike-nicholson-376a071/,11-50 employees,Self-funded,2009,B2B SaaS,Retail,Business Mgt and ERP,Small,www.opsuite.com,https://www.linkedin.com/company/opsuite/about/,Phoenix,"16561 N 92nd St #105, Scottsdale, AZ 85260",Retail operations software for small businesses
OptimumHQ,Simon Chatfield,https://www.linkedin.com/in/simonchatfield/,11-50 employees,Self-funded,2014,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.optimumhq.com,https://www.linkedin.com/company/optimumhq/about/,Phoenix,"971 N. Gilbert Rd., Suite 111, Gilbert, Arizona 85234",Business workflow software for non-programmers
Optivision,David Wedwick,https://www.linkedin.com/in/dave-wedwick-4956/,1-10 employees,Other,1989,B2B SaaS,Healthcare,Practice Management,Startup,www.optivision.com,https://www.linkedin.com/company/optimumhq/about/,Phoenix,"2924 N 24th Ave. Phoenix, Arizona 85015-5901",Laboratory management software for optometry
Orb Health,Lisa Simon,https://www.linkedin.com/in/lisa-simon-10b50724/,51-200 employees,VC-funded,2011,B2B SaaS,Healthcare,Practice Management,Medium,orbhealth.com,https://www.linkedin.com/company/orbhealth/about/,Phoenix,"111 W. Monroe Street Suite 600, Phoenix, AZ 85003",Chronic care management software
Outages.io,Mike Paradis,https://www.linkedin.com/in/outages/,1-10 employees,Self-funded,2014,B2B SaaS,Horizontal,IT Mgt,Startup,www.outages.io,https://www.linkedin.com/company/outages/about/,Phoenix,"Phoenix, AZ",Uptime monitoring
OvationCXM,Tim Attinger,https://www.linkedin.com/in/tattinger/?lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bf575f13d-89ca-46a8-85ae-f762fa1bee2d,51-200 employees,VC-funded,2006,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.ovationcxm.com,https://www.linkedin.com/company/ovationcxm/about/,Phoenix,"950 W Elliot Road, Suite 110, Tempe, AZ 85284",Customer experience management software
OYE! Business Intelligence,Natasha Pongonis,https://www.linkedin.com/in/natashapongonis/,1-10 employees,Angel or Seed Funding,2013,B2B SaaS,Horizontal,Analytics and BI,Startup,oyeintelligence.com,https://www.linkedin.com/company/oye-business-intelligence/about/,Phoenix,"3428 N 15th Ave, Phoenix, AZ 85015",Hispanic data and analytics software for marketing
OZZI,Isaiah Lopez,https://www.linkedin.com/in/isaiah-lopez-27664037/,1-10 employees,Self-funded,2018,B2B SaaS,"Entertainment, Hospitality, Travel",On-Demand Services,Startup,ozzi.app,https://www.linkedin.com/company/ozziapp/about/,Phoenix,"Grand Canyon Ventures, 5115 N 27th Ave, Building 66, Phoenix, AZ 85017",Real-time Safety app for Global Travelers
Pacestar Software,John D.,https://www.linkedin.com/in/john-d-29b6211/,1-10 employees,Self-funded,1990,B2B SaaS,Horizontal,On-Demand Services,Startup,pacestar.com,https://www.linkedin.com/company/ozziapp/about/,Phoenix,"Gilbert, AZ",Process diagrams and flowcharts
Association Vote,Phil Hoffman,https://www.linkedin.com/in/philhoffman/?lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3BQL%2B6pkB4T5K8VngMToca7A%3D%3D,11-50 employees,Self-funded,2004,B2B SaaS,Real Estate & Property Mgt.,Sales and Marketing,Small,pageperpage.com,https://www.linkedin.com/company/page-per-page/about/,Phoenix,"2535 W. Fairview Street Suite 104, Chandler, AZ 85224",Communication platform for Home Owners Associations
Pagely,Sally Strebel,https://www.linkedin.com/in/sallystrebel,11-50 employees,Acquired,2009,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,pagely.com,https://www.linkedin.com/company/pagely/about/,Phoenix,"2155 E. GoDaddy Way, Tempe, AZ 85284",Enterprise WordPress website hosting
Papr.cloud,Lorde Astor West,https://www.linkedin.com/in/lordeastorwest/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,papr.cloud,https://www.linkedin.com/company/papr-cloud/about/,Phoenix,"Phoenix, AZ","Content publishing, business management, and data protection platform"
Paradox,Aaron Matos,https://www.linkedin.com/in/aaronmatos,201-500 employees,VC-funded,2016,B2B SaaS,Horizontal,HR and Recruiting,Medium,paradox.ai,https://www.linkedin.com/company/olivia-by-paradox.ai/about/,Phoenix,"6330 E. Thomas Road, Scottsdale, AZ 85251",Enterprise recruiting software with advanced AI
Parchment,Heather Clevenger,https://www.linkedin.com/in/heather-clevenger-7a85773/,201-500 employees,Other,2003,B2B SaaS,Education,Student Mgt,Medium,www.parchment.com,https://www.linkedin.com/company/parchment/about/,Phoenix,"7001 N Scottsdale Rd #1050, Scottsdale, AZ 85253",Academic transcript management system
Parts Detect,Stan Mirzayev,https://www.linkedin.com/in/stan-mirzayev-14028970/,1-10 employees,Self-funded,2015,B2B SaaS,Automotive,Marketplace,Startup,www.partsdetect.com,https://www.linkedin.com/company/parts-detect/about/,Phoenix,"Phoenix, AZ",Aftermarket auto parts from local vendors
PasRM,Neil Cyr,https://www.linkedin.com/in/nealcyr/,1-10 employees,Self-funded,2016,B2B SaaS,Aviation,Sales and Marketing,Startup,www.pasrm.com,https://www.linkedin.com/company/pasrm/about/,Phoenix,"Scottsdale, AZ",Flight revenue optimization and dynamic pricing
Payground,Drew Mercer,https://www.linkedin.com/in/drewrmercer/,11-50 employees,Other,2019,B2B SaaS,Healthcare,Accounting and Finance,Small,payground.com,https://www.linkedin.com/company/paygroundinc/about/,Phoenix,"365 E. Germann Rd., Suite 280, Gilbert, AZ 85297",Healthcare billing and payments software
Paymentwall,Honor Gunday,https://www.linkedin.com/in/honor/,201-500 employees,Self-funded,2010,B2B SaaS,"Entertainment, Hospitality, Travel",Ecommerce,Medium,www.paymentwall.com,https://www.linkedin.com/company/paymentwall-inc-/about/,Phoenix,"1 E Lexington, Phoenix, AZ 85012","Ecommerce platform for selling games, digital content"
Pearson Education,John Fallon,https://www.linkedin.com/in/johnfallonpearson/,"10,001+ employees",Public,1998,B2B SaaS,Education,eLearning,Large,www.pearson.com,https://www.linkedin.com/company/pearson/about/,Phoenix,"3075 W Ray Rd #200, Chandler, AZ 85226",Digital learning and education products for students and teachers
Peerlogic,Ryan MIller,https://www.linkedin.com/in/ryanadairmiller/,11-50 employees,Angel or Seed Funding,2017,B2B SaaS,Healthcare,AI and Machine Learning,Small,peerlogic.com,https://www.linkedin.com/company/peerlogic/about/,Phoenix,"6900 E Camelback Rd. Suite 805, Scottsdale, AZ 85251","Voice-based call intelligence platform for dental practices, powered by Artificial Intelligence"
Pegasus Solutions,Gautam Lulla,https://www.linkedin.com/in/gautamlulla/,201-500 employees,Acquired,1989,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Medium,www.pegs.com,https://www.linkedin.com/company/pegasus-solutions/about/,Phoenix,"4141 N. Scottsdale Rd., Ste 200, Scottsdale, AZ 85251",Hotel reservation and distribution system
PEPID,Mark Rosenbloom,https://www.linkedin.com/in/mark-rosenbloom-148a7a/,11-50 employees,Self-funded,1994,B2B SaaS,Healthcare,Practice Management,Small,www.pepid.com,https://www.linkedin.com/company/pepid/about/,Phoenix,"300 W. Clarendon Ave., Ste. 300 Phoenix, AZ 85013",Digital drug information resources for healthcare providers
Performance Software Corporation,Raj Ghate,https://www.linkedin.com/in/raj-ghate-5a82a/,51-200 employees,Self-funded,1998,B2B SaaS,Aviation,Automation,Medium,www.psware.com,https://www.linkedin.com/company/performance-software-corporation/about/,Phoenix,"2095 W. Pinnacle Peak Road, Suite 120, Phoenix, Arizona 85027",Embedded avionics software for power management
Persefoni,Kentaro Kawamori,https://www.linkedin.com/in/kentarokawamori/,51-200 employees,Angel or Seed Funding,2020,B2B SaaS,Horizontal,Analytics and BI,Medium,persefoni.com,https://www.linkedin.com/company/persefoni/about/,Phoenix,"Tempe, AZ",Carbon footprint management and reporting platform
Persosa,Gregory Lim,https://www.linkedin.com/in/gregorylim/,1-10 employees,Angel or Seed Funding,2016,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.persosa.com,https://www.linkedin.com/company/persosa/about/,Phoenix,"3241 E. Shea Blvd., #422, Phoenix, AZ 85028",Real Time content personalization software for websites
Petista,Srini Vasan,https://www.linkedin.com/in/svsrini/,1-10 employees,Self-funded,2020,B2B SaaS,Horizontal,Practice Management,Startup,petista.com,https://www.linkedin.com/company/petista/about/,Phoenix,"9119 N 7th St, Ste 203, Phoenix, Arizona 85020, US",Business management for mobile pet groomers
Petroleum Rx,Patricia Pando,https://www.linkedin.com/in/patricia-pando-b8a7334/,11-50 employees,Self-funded,2004,B2B SaaS,"Energy, Gas, Oil, Utilities",Accounting and Finance,Small,www.petroleumrx.com,https://www.linkedin.com/company/petroleum-rx-llc/about/,Phoenix,"424 E Southern Ave #101, Tempe, AZ 85282",Accounting software suite for the petroleum industry
PhoenixSoft,Warren Mattingly,https://www.linkedin.com/in/warren-mattingly-48010a7/,1-10 employees,Self-funded,1995,B2B SaaS,Horizontal,Communications,Startup,phoenixsoft.com,https://www.linkedin.com/company/phoenix-soft/about/,Phoenix,"4050 E Greenway Road, Phoenix, AZ 85032",VoIP phone system
Photon Medical,Dr. Gregory Grant,https://www.linkedin.com/in/dr-gregory-grant-5a043166,11-50 employees,Angel or Seed Funding,2011,B2B SaaS,Healthcare,Practice Management,Small,www.photonmed.net,https://www.linkedin.com/company/photon-medical-communications/about/,Phoenix,"6263 North Scottsdale Road, Scottsdale, AZ 85250",Mobile communication platform for healthcare providers and patients
PicMonic,Erika Bankhead,https://www.linkedin.com/in/erika-bankhead/,11-50 employees,Acquired,2011,B2B SaaS,Education,eLearning,Small,www.picmonic.com,https://www.linkedin.com/company/picmonic/about/,Phoenix,"515 E Grant St., Phoenix, AZ 85004, US",Picture mnemonic study aid software for students
Pidgi,Zack Cox,https://www.linkedin.com/in/zackcox/,1-10 employees,Angel or Seed Funding,2021,B2B SaaS,Horizontal,Sales and Marketing,Startup,pidgi.io,https://www.linkedin.com/company/pidgi/about/,Phoenix,"Scottsdale, AZ",Lead intelligence software
Pillir,Vaidy Aiyer,https://www.linkedin.com/in/vaidyaaiyer,11-50 employees,VC-funded,2013,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.pillir.io,https://www.linkedin.com/company/appsfreedom/about/,Phoenix,"3133 W. Frye Road, #101, Chandler, AZ 85226, US",Enterprise mobile app development platform
Pipeline AZ,Mary Foote,https://www.linkedin.com/in/marylizfoote/,11-50 employees,Self-funded,2017,B2B SaaS,Horizontal,HR and Recruiting,Small,pipelineaz.com,https://www.linkedin.com/company/pipelineaz/about/,Phoenix,"Phoenix, AZ",Career and job platform for Phoenix businesses
Pitchvantage,Anindya Gupta,https://www.linkedin.com/in/anindyag/,11-50 employees,Angel or Seed Funding,2013,B2B SaaS,Horizontal,Communications,Small,www.pitchvantage.com,https://www.linkedin.com/company/pitchvantage/about/,Phoenix,"33 S. 5th Ave, Tucson, Arizona 85701, US",Presentation practice and feedback software
Planful,Grant Halloran,https://www.linkedin.com/in/granthalloran/,201-500 employees,Acquired,2001,B2B SaaS,Horizontal,Accounting and Finance,Medium,planful.com,https://www.linkedin.com/company/planful-inc/about/,Phoenix,"4343 N Scottsdale Rd, Scottsdale, AZ 85251",Financial planning and analysis platform
Plannly,Alisha Harris,https://www.linkedin.com/in/alishamharris/,11-50 employees,Angel or Seed Funding,2020,B2B SaaS,Horizontal,HR and Recruiting,Small,plann.ly,https://www.linkedin.com/company/plannly/about/,Phoenix,"515 E Grant St, Phoenix, AZ 85004",Corporate wellness platform
PlusThis,David Lee,https://www.linkedin.com/in/davelee123,1-10 employees,Self-funded,2013,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.plusthis.com,https://www.linkedin.com/company/plusthis/about/,Phoenix,"2450 S Gilbert Rd, Suite 211, Arizona, Chandler 85286, US",Productivity add-on software for Infusionsoft
Point of Success,Null,Null,11-50 employees,Self-funded,2001,B2B SaaS,"Entertainment, Hospitality, Travel",Point of Sale,Small,www.pointofsuccess.com,https://www.linkedin.com/company/point-of-success/about/,Phoenix,"2753 E Broadway Rd, #101-418, Mesa, Arizona 85204, US",Restaurant POS software
Polaris Aero,Christopher Connor,https://www.linkedin.com/in/christopher-connor-a6b3272/,11-50 employees,Self-funded,2009,B2B SaaS,Aviation,Compliance,Small,polarisaero.com,https://www.linkedin.com/company/polaris-aero/about/,Phoenix,"33739 North Scottsdale Road, C 101, Scottsdale, AZ 85266",Aviation safety management software
PostBidShip,Micky Thompson,https://www.linkedin.com/in/mickythompson/,11-50 employees,Other,2011,B2B SaaS,"Logistics, Supply Chain, Transportation",Marketplace,Small,postbidship.com,https://www.linkedin.com/company/postbidship/about/,Phoenix,"6424 E Greenway Parkway, Suite 100, Scottsdale, Arizona 85254",Online marketplace for B2B trucking
Postscript,Adam Turner,https://www.linkedin.com/in/adam-s-turner/,201-500 employees,VC-funded,2018,B2B SaaS,Horizontal,Ecommerce,Medium,www.postscript.io,https://www.linkedin.com/company/postscriptio/about/,Phoenix,"3370 North Hayden Road, Ste 123, Scottsdale, AZ 85251",Enterprise SMS marketing for ecommerce
PowerDispatch by Seyego,Rob Miller,https://www.linkedin.com/in/rob-miller-73159949/,1-10 employees,Self-funded,2007,B2B SaaS,Horizontal,Business Mgt and ERP,Startup,www.powerdispatch.com,https://www.linkedin.com/company/seyego-llc/about/,Phoenix,"1208 E Broadway Rd. Suite 205, Tempe, AZ 85282",Field service management software
Prenda,Kelly Smith,https://www.linkedin.com/in/kellysmith35,51-200 employees,VC-funded,2015,B2B SaaS,Education,Student Mgt,Medium,prenda.co,https://www.linkedin.com/company/prenda/about/,Phoenix,"1646 N Chestnut Cir Mesa, Arizona 85213",Education program planning and management
Prevalent,Kevin Hickey,https://www.linkedin.com/in/khickey1/,51-200 employees,Private Equity funding,2004,B2B SaaS,Horizontal,Cybersecurity,Medium,www.prevalent.net,https://www.linkedin.com/company/prevalent-networks-llc/about/,Phoenix,"11811 N. Tatum Boulevard Phoenix, AZ  85028",Cybersecurity risk management platform
Priasoft,Chris Johnson,https://www.linkedin.com/in/cjohnsonit/,11-50 employees,Self-funded,1999,B2B SaaS,Horizontal,IT Mgt,Small,www.priasoft.com,https://www.linkedin.com/company/priasoft/about/,Phoenix,"60 E Rio Salado Pkwy, Tempe, AZ 85281",Microsoft Exchange migration software
Privoro,Mike Fong,https://www.linkedin.com/in/mike-fong-3100/,11-50 employees,VC-funded,2014,B2B SaaS,"Energy, Gas, Oil, Utilities",Cybersecurity,Small,privoro.com,https://www.linkedin.com/company/privoro/about/,Phoenix,"3100 W Ray Rd, Ste 201, Chandler, Arizona 85226, US",Secure mobility platform
Proactis,Tim Sykes,https://www.linkedin.com/in/tim-sykes-a7b6a5181/,201-500 employees,Public,1996,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.proactis.us,https://www.linkedin.com/company/proactis-group/about/,Phoenix,"2111 E. Highland Ave. Suite B-375, Phoenix, AZ 85016",Enterprise procurement and purchasing mgt. software
ProCARE Portal,Jack Liu,https://www.linkedin.com/in/jackliu-procare/,11-50 employees,Other,2016,B2B SaaS,Healthcare,Accounting and Finance,Small,procareportal.com,https://www.linkedin.com/company/procare-portal/about/,Phoenix,"2820 S Alma School Rd., Suite 18-457, Chandler, AZ 85286",Provider compensation management platform
Proctorio,Mike Olsen,https://www.linkedin.com/in/artfulhacker,51-200 employees,Self-funded,2013,B2B SaaS,Education,eLearning,Medium,proctorio.com,https://www.linkedin.com/company/proctorio/about/,Phoenix,"7340 E Main St, 203, Scottsdale, Arizona 85251, US",Remote proctoring to validate student identities during online exams
ProcureNetworks,Scott Bundgard,https://www.linkedin.com/in/scottbundgaard/,1-10 employees,Angel or Seed Funding,2014,B2B SaaS,Horizontal,Business Mgt and ERP,Startup,procurenetworks.com,https://www.linkedin.com/company/procure-networks-inc/about/,Phoenix,"Phoenix, AZ",Procurement software and marketplace
ProDBX,Jeff Shannon,https://www.linkedin.com/in/jeff-shannon-b2939ba2/,11-50 employees,Self-funded,2013,B2B SaaS,Construction,Business Mgt and ERP,Small,prodbx.com,https://www.linkedin.com/company/dbx/about/,Phoenix,"3535 E Brown Rd. #102, Mesa, AZ 85213",Easy to use all-in-one software for home contractor businesses.
Profit Finder Pro,Susan Raisanen,https://www.linkedin.com/in/profitfinderpro/,1-10 employees,Self-funded,2008,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.profitfinderpro.com,https://www.linkedin.com/company/by-the-numbers_2/about/,Phoenix,"15575 N 83rd Way, Ste A-4, Scottsdale, AZ 85260, US",Small business sales management software
PrimePay,Justin Filley,https://www.linkedin.com/in/justin-filley-314aa43,11-50 employees,Acquired,2004,B2B SaaS,Financial Services,Accounting and Finance,Small,www.profitkeeper.com,https://www.linkedin.com/company/profitkeeper/about/,Phoenix,"6859 E Rembrandt Ave #120, Mesa, AZ 85212",Automated financial data collection and analysis for franchises
Projx360,Douglas Greenwald,https://www.linkedin.com/in/douggreenwald/,1-10 employees,Self-funded,2015,B2B SaaS,Horizontal,Practice Management,Startup,projx360.com,https://www.linkedin.com/company/pts-multimedia/about/,Phoenix,"1505 N. Hayden Rd. Suite 110, Scottsdale, AZ 85257",Project management software for systems integrators
Proof Analytics,Mark Stouse,https://www.linkedin.com/in/markstouse/,11-50 employees,VC-funded,2015,B2B SaaS,Horizontal,Analytics and BI,Small,proofanalytics.ai,https://www.linkedin.com/company/proofanalytics/about/,Phoenix,"10869 N. Scottsdale Road, Suite 103-299, Scottsdale , Arizona 85254",Analytics platform for measuring marketing ROI
Propertybase,Jimmy Kelly,https://www.linkedin.com/in/jimmy-kelly-8286a231/,51-200 employees,Acquired,2010,B2B SaaS,Real Estate & Property Mgt.,Sales and Marketing,Medium,www.propertybase.com,https://www.linkedin.com/company/propertybase/about/,Phoenix,"565 W Chandler Blvd Chandler, AZ 85225",CRM and marketing software for real estate
Protecht,Bryan Derbyshire,https://www.linkedin.com/in/bryanderbyshire/,11-50 employees,Other,2016,B2B SaaS,Financial Services,Practice Management,Small,protecht.com,https://www.linkedin.com/company/weareprotecht/about/,Phoenix,"7878 N 16th St , Phoenix , AZ 85020, US",Insuretech product suite
Protos Software,Bhagwan Thatte,https://www.linkedin.com/in/bhagwan-thatte-8617a95a/,1-10 employees,Self-funded,2002,B2B SaaS,Aviation,Business Mgt and ERP,Startup,www.protossoft.com,https://www.linkedin.com/company/protos-software-llc/about/,Phoenix,4500 S . Lakeshore Drive #338 Tempe AZ 85282 USA,Software applications for the commercial aviation industry
PTOffice,Brent LaFoley,https://www.linkedin.com/in/brent-lafoley-0042b2b4/,1-10 employees,Self-funded,2014,B2B SaaS,Education,Automation,Startup,ptoffice.com,https://www.linkedin.com/company/theptoffice/about/,Phoenix,"6339 E Speedway Blvd, Suite 201, Tucson, Arizona 85710, US",Member management for parent-teacher organizations
Punctual,Chris Carson,https://www.linkedin.com/in/chris-carson-21b725102/,1-10 employees,Angel or Seed Funding,1993,B2B SaaS,Construction,Business Mgt and ERP,Startup,getpunctual.com,https://www.linkedin.com/company/punctual/about/,Phoenix,"515 E Grant St, Phoenix, Arizona 85004, US",Mobile contruction mgt and scheduling
PureTech Systems,Larry Bowe,https://www.linkedin.com/in/lbowejr/,11-50 employees,Self-funded,2005,B2B SaaS,Horizontal,Cybersecurity,Small,www.puretechsystems.com,https://www.linkedin.com/company/puretech-systems/about/,Phoenix,"2038 W Lone Cactus Dr, Phoenix, AZ 85027",Automated outdoor surveillance software
Pyx Health,Cindy Jordan,https://www.linkedin.com/in/cindy-jordan-66b28863/,51-200 employees,Private Equity funding,2018,B2B SaaS,Healthcare,Marketplace,Medium,www.pyxhealth.com,https://www.linkedin.com/company/pyxhealth/about/,Phoenix,"4625 E. Fort Lowell Road, Suite 101, Tucson, AZ 85712",Platform connecting family members and health care recipients
